6880,,163,163,163,4939,
2225,,111,111,111,1769,
5428,,148,148,148,3498,
2277,,99,99,99,1855,
369,,47,47,47,343,
828,,61,61,61,671,
1050,,86,86,86,956,
198,,28,28,28,156,
420,,73,73,73,413,
6048,,153,153,153,4329,
540,,93,93,93,507,
7056,,165,165,165,5071,
384,,53,53,53,313,
1287,,69,69,69,977,
5440,,145,145,145,3487,
1140,,76,76,76,722,
78,,16,16,16,66,
84,,17,17,17,71,
7980,,176,176,176,5744,
3420,,118,118,118,2546,
2064,,107,107,107,1465,
2120,,90,90,90,1418,
644,,96,96,96,624,
1218,,68,68,68,880,
84,,17,17,17,65,
814,,56,56,56,724,
4774,,136,136,136,3312,
4864,,137,137,137,2809,
6300,,156,156,156,4594,
4212,,130,130,130,3266,
8514,,182,182,182,5360,
5115,,145,145,145,3513,
5727,,149,149,149,3933,
462,,40,40,40,402,
6324,,158,158,158,4122,
117,,19,19,19,91,
1404,,93,93,93,1175,
1496,,75,75,75,1219,
3040,,113,113,113,2345,
4599,,133,133,133,3547,
6700,,164,164,164,3964,
1008,,61,61,61,839,
4410,,136,136,136,3402,
1026,,70,70,70,684,
1494,,98,98,98,1010,
720,,55,55,55,633,
780,,56,56,56,706,
6318,,156,156,156,4686,
1975,,101,101,101,1647,
1806,,82,82,82,1388,
4002,,124,124,124,2806,
5589,,147,147,147,3457,
5220,,144,144,144,3418,
5445,,151,151,151,4075,
2716,,122,122,122,2230,
2739,,113,113,113,2231,
7553,,171,171,171,5315,
4602,,134,134,134,3152,
2565,,99,99,99,2141,
182,,24,24,24,150,
5246,,144,144,144,3814,
534,,92,92,92,376,
650,,60,60,60,610,
3128,,111,111,111,2191,
902,,60,60,60,736,
170,,36,36,36,164,
72,,14,14,14,56,
425,,87,87,87,415,
3000,,127,127,127,2167,
2772,,114,114,114,1804,
580,,65,65,65,407,
2376,,102,102,102,1928,
1219,,73,73,73,951,
3612,,124,124,124,2782,
1584,,112,112,112,1170,
8272,,179,179,179,5109,
690,,50,50,50,654,
8316,,180,180,180,5834,
546,,50,50,50,460,
568,,76,76,76,546,
4089,,131,131,131,2735,
4690,,134,134,134,3220,
2698,,106,106,106,2136,
2475,,105,105,105,2029,
6014,,156,156,156,4344,
1260,,69,69,69,941,
6734,,162,162,162,4844,
640,,71,71,71,453,
3168,,111,111,111,2449,
3666,,130,130,130,2206,
426,,74,74,74,418,
1786,,82,82,82,1258,
1122,,64,64,64,890,
4650,,140,140,140,3246,
6930,,164,164,164,4888,
2574,,108,108,108,2272,
1904,,87,87,87,1281,
4575,,133,133,133,3457,
108,,21,21,21,87,
2340,,98,98,98,1452,
1938,,88,88,88,1468,
570,,46,46,46,458,
2795,,105,105,105,2347,
510,,58,58,58,382,
800,,63,63,63,369,
7372,,170,170,170,5158,
3780,,120,120,120,2502,
3948,,133,133,133,2787,
1274,,108,108,108,752,
1190,,84,84,84,1018,
3969,,127,127,127,2867,
260,,33,33,33,231,
1312,,70,70,70,1248,
308,,36,36,36,294,
6800,,162,162,162,4670,
8366,,180,180,180,5974,
702,,84,84,84,674,
5005,,139,139,139,3285,
1494,,98,98,98,1098,
7254,,168,168,168,4994,
2695,,101,101,101,2009,
351,,45,45,45,321,
9114,,188,188,188,6204,
1610,,78,78,78,1044,
355,,73,73,73,329,
1755,,81,81,81,1483,
540,,45,45,45,483,
2016,,89,89,89,1571,
5964,,152,152,152,3946,
1482,,74,74,74,1128,
3008,,123,123,123,2531,
972,,90,90,90,700,
3876,,122,122,122,3186,
3696,,127,127,127,2753,
4620,,133,133,133,3337,
1476,,97,97,97,1283,
5828,,153,153,153,3783,
945,,63,63,63,705,
672,,65,65,65,321,
2356,,97,97,97,1761,
1134,,92,92,92,1002,
4356,,129,129,129,2867,
4048,,133,133,133,2719,
3854,,126,126,126,2740,
2380,,101,101,101,1639,
3880,,134,134,134,2530,
6370,,160,160,160,4490,
