4369,900
5276,2350
5099,2964
6805,4290
5189,1504
1991,378
3942,1376
7899,5952
5680,1656
7624,5394
8227,6390
2189,259
3613,670
3811,1080
4877,1656
6289,3555
6182,3780
5918,3350
4206,600
7734,6097
5875,3192
6380,4116
7555,6160
2872,414
5215,1971
8808,8084
5887,3315
5382,2128
2117,270
4872,2145
6189,4012
6782,4050
3134,684
4283,1645
909,144
5538,1566
3805,1080
4636,1820
5463,2343
6697,4784
3469,1274
3844,1484
3221,1085
7527,4588
4984,1848
9041,7990
6320,3526
6658,3298
1743,180
5571,3600
5792,3834
8375,7440
8681,7500
7401,4731
2149,360
5547,2116
2259,200
7215,4307
6301,3102
5994,4092
6088,3906
5927,4592
5039,1600
5346,2201
3756,1376
4918,2257
7255,4982
4141,1952
4352,1886
6193,3157
3147,605
5554,2960
5115,1992
3803,1475
8100,5824
5565,3431
1873,308
6752,3752
2389,570
6123,3360
6165,4446
7035,4512
916,85
7830,6440
5207,3080
7770,5525
4312,1425
3464,1075
6428,3692
4660,1887
3168,867
3739,1008
3599,1064
5213,2688
2294,558
7482,4823
7867,5402
3056,828
4774,1596
3351,1330
2338,525
7016,5610
7111,5376
3575,1568
1579,140
4216,1122
7542,5964
3409,864
3671,420
7903,5244
4817,3021
3282,1080
7426,5358
2187,416
5715,3402
5603,2666
3042,290
9306,8526
3470,867
6156,3344
7500,4606
4720,2728
4955,2145
3302,605
4167,1792
4465,780
3704,1470
5834,2277
5550,2537
5158,970
3784,1624
5565,2185
4087,1054
1268,176
1676,312
4848,2280
4851,1817
7868,5760
2698,429
3086,731
6641,3003
4134,1098
5973,2156
5937,3157
5427,2691
4492,2436
4505,1972
4861,1782
2387,806
4491,1856
4454,1408
5844,3384
2432,560
5351,2847
3121,432
6127,2904
4817,1650
6489,4788
996,140
2402,644
3256,900
7863,5820
5133,2457
3106,285
3098,704
7719,5643
3444,920
8073,6732
2148,246
5482,3375
9010,8091
4706,1742
6448,4290
7055,5110
3692,1470
8336,7387
6214,4350
6690,4150
2191,528
4088,1908
2406,527
6093,2668
5834,3358
5014,594
7108,6030
5256,2795
5250,1710
4686,2256
3157,611
4450,1330
8199,6528
6935,4845
3552,793
4746,2365
4140,1870
7276,5115
3487,1150
6754,4984
5845,2275
6672,3276
6452,4544
6378,4386
3064,636
6718,4356
4354,1932
4197,1512
8701,7200
5829,3300
3445,512
8769,7917
5298,1316
2488,301
4746,1350
8086,6970
5566,2920
8193,6402
7601,5576
4374,1856
8083,6461
5456,1300
4875,534
6962,4459
7767,4320
6834,3762
6344,3094
5033,2700
8293,7007
2063,480
3782,885
580,35
8341,7209
7408,5628
4759,574
4216,1404
3844,350
5016,2200
6213,3456
3574,1248
6677,3976
5339,1520
4211,480
6058,3486
5632,1881
4838,1296
5170,2106
8385,6510
2732,735
4489,2376
5563,3024
6233,3185
6781,3726
6893,5850
6211,2923
5601,4620
4971,2226
7101,4565
2623,308
7031,4836
3852,760
3473,335
5477,1940
2522,352
6546,2511
3015,612
2954,672
5524,3239
6423,3360
7119,3567
1800,185
4054,1521
2200,185
8704,6396
5212,2376
7844,6424
9195,8827
2093,378
5809,3696
5499,2790
8172,6804
4232,2160
7495,5451
7329,4277
5858,2300
4470,1953
2380,420
6540,4536
6325,2976
3484,576
6216,4500
8156,6536
5259,1164
6272,3479
1229,80
4921,1404
7558,5445
8822,9405
8222,6580
5108,2450
5258,2574
4389,975
6054,4218
7699,4794
7263,4130
7263,5740
5433,2291
1363,168
2102,406
7933,6478
6946,5180
4599,1850
8824,7254
5052,450
2802,990
3635,870
3239,1085
3629,935
2513,329
1622,276
4491,492
1322,135
8214,7020
2885,1025
2600,320
8487,6975
3757,720
7791,4888
6110,3540
4677,1079
1630,225
4267,2156
8075,6693
7561,5751
5543,2698
4542,1560
1579,184
4917,2961
3995,1482
8615,7920
2736,560
5944,3330
6067,3655
8161,6930
2322,750
4052,1566
6090,3828
9095,7905
7345,4539
5961,3440
7923,6375
3690,1269
5271,1606
7870,5775
1412,195
5430,2220
3939,1450
4666,637
4439,1972
6517,5124
5549,1012
6588,4740
5884,3320
3899,639
8433,5963
4970,1736
2490,540
7244,4230
8237,5850
8133,7125
4325,1197
2730,754
4818,2200
2721,858
6152,4300
4057,825
4943,2346
1651,304
6794,4758
3511,1254
5400,1920
1253,135
3274,531
8530,7560
8338,6396
7238,5076
4072,1440
2014,434
3703,1276
6891,5035
6236,3612
7736,4970
4157,1638
7930,6100
5827,1632
2650,726
6986,5616
4235,1518
8837,8439
7873,5612
3245,920
6361,3621
5440,2730
6259,3569
9350,9108
5158,2414
7666,5200
5447,3050
7345,4042
6296,4018
9231,7392
4963,2214
5068,2050
6705,4081
6554,3552
5975,2430
7324,4335
1395,207
6977,4452
2963,650
3822,1224
6355,3128
6625,4599
9724,9215
2467,775
7185,4753
4339,462
4404,1593
3763,1664
4168,2000
6138,3285
6061,3744
3158,1008
6934,3465
7659,6270
7064,4928
4108,1638
6299,1649
8100,6789
8149,6873
7094,5467
5589,2726
8796,7800
7727,6497
6116,3024
2561,328
6647,3256
6192,3440
3249,945
6207,3321
7578,4845
1249,119
1857,364
8540,6804
6259,3240
2787,432
7220,5130
4945,1425
3360,990
3151,640
8598,7728
4165,1206
6397,3100
3126,836
4033,806
5471,3481
2129,513
4136,2040
5578,2075
4439,1476
8020,6693
6928,5340
5347,2583
7886,6873
4017,1300
5431,1568
1522,204
8238,7584
2903,270
4624,1428
8482,7056
4569,1593
2166,340
8701,7520
7759,5760
3902,1008
2728,520
821,84
5649,2738
5291,2250
5052,1092
8025,6873
6597,3905
6527,4235
5838,2816
2915,731
2330,420
4418,1846
6129,3234
1574,288
7604,5162
2055,441
