84,900
94,2350
112,2964
130,4290
107,1504
36,378
72,1376
155,5952
107,1656
148,5394
158,6390
41,259
74,670
75,1080
92,1656
121,3555
126,3780
114,3350
80,600
155,6097
110,3192
130,4116
155,6160
52,414
97,1971
177,8084
121,3315
101,2128
36,270
95,2145
124,4012
132,4050
52,684
79,1645
22,144
102,1566
75,1080
93,1820
101,2343
141,4784
72,1274
78,1484
63,1085
133,4588
106,1848
176,7990
122,3526
128,3298
33,180
119,3600
122,3834
170,7440
172,7500
137,4731
39,360
112,2116
42,200
129,4307
124,3102
125,4092
122,3906
135,4592
97,1600
99,2201
72,1376
95,2257
144,4982
90,1952
84,1886
115,3157
63,605
111,2960
104,1992
81,1475
152,5824
117,3431
36,308
120,3752
46,570
115,3360
132,4446
139,4512
19,85
159,6440
111,3080
147,5525
91,1425
65,1075
120,3692
85,1887
65,867
83,1008
72,1064
103,2688
46,558
141,4823
144,5402
61,828
94,1596
70,1330
43,525
148,5610
149,5376
78,1568
30,140
80,1122
152,5964
67,864
73,420
146,5244
107,3021
63,1080
148,5358
39,416
114,3402
114,2666
60,290
182,8526
65,867
123,3344
140,4606
103,2728
91,2145
63,605
85,1792
85,780
76,1470
119,2277
99,2537
104,970
83,1624
115,2185
76,1054
27,176
34,312
103,2280
99,1817
153,5760
47,429
57,731
121,3003
76,1098
117,2156
115,3157
105,2691
97,2436
89,1972
100,1782
54,806
90,1856
83,1408
116,3384
45,560
109,2847
59,432
118,2904
88,1650
138,4788
21,140
48,644
57,900
154,5820
99,2457
59,285
57,704
153,5643
60,920
164,6732
44,246
117,3375
177,8091
90,1742
128,4290
140,5110
74,1470
169,7387
130,4350
130,4150
46,528
86,1908
45,527
118,2668
116,3358
102,594
154,6030
105,2795
110,1710
92,2256
57,611
86,1330
161,6528
139,4845
71,793
95,2365
86,1870
145,5115
70,1150
142,4984
113,2275
120,3276
132,4544
134,4386
62,636
140,4356
85,1932
75,1512
168,7200
113,3300
69,512
175,7917
105,1316
47,301
90,1350
164,6970
110,2920
160,6402
147,5576
87,1856
159,6461
110,1300
92,534
137,4459
138,4320
134,3762
122,3094
102,2700
165,7007
44,480
71,885
9,35
167,7209
148,5628
86,574
76,1404
72,350
92,2200
129,3456
71,1248
124,3976
108,1520
83,480
122,3486
115,1881
94,1296
102,2106
160,6510
53,735
95,2376
107,3024
123,3185
120,3726
152,5850
113,2923
134,4620
92,2226
135,4565
48,308
137,4836
83,760
69,335
114,1940
49,352
117,2511
60,612
49,672
117,3239
115,3360
125,3567
39,185
75,1521
39,185
157,6396
102,2376
158,6424
185,8827
36,378
125,3696
104,2790
162,6804
91,2160
145,5451
135,4277
120,2300
91,1953
44,420
132,4536
124,2976
70,576
132,4500
159,6536
106,1164
117,3479
18,80
93,1404
151,5445
191,9405
161,6580
96,2450
102,2574
77,975
128,4218
142,4794
126,4130
149,5740
105,2291
26,168
40,406
158,6478
141,5180
84,1850
168,7254
92,450
64,990
70,870
63,1085
69,935
51,329
32,276
85,492
21,135
165,7020
63,1025
45,320
165,6975
79,720
143,4888
116,3540
93,1079
31,225
90,2156
163,6693
149,5751
106,2698
86,1560
28,184
107,2961
74,1482
176,7920
51,560
116,3330
125,3655
166,6930
52,750
80,1566
128,3828
175,7905
137,4539
120,3440
157,6375
71,1269
92,1606
149,5775
25,195
101,2220
80,1450
95,637
94,1972
142,5124
100,1012
136,4740
120,3320
77,639
153,5963
84,1736
48,540
134,4230
152,5850
167,7125
79,1197
52,754
91,2200
58,858
133,4300
83,825
100,2346
32,304
136,4758
68,1254
101,1920
21,135
65,531
171,7560
157,6396
145,5076
81,1440
42,434
70,1276
145,5035
124,3612
138,4970
78,1638
158,6100
110,1632
52,726
147,5616
86,1518
181,8439
150,5612
63,920
119,3621
106,2730
123,3569
188,9108
102,2414
149,5200
108,3050
134,4042
128,4018
170,7392
92,2214
104,2050
127,4081
130,3552
114,2430
133,4335
29,207
134,4452
60,650
72,1224
123,3128
133,4599
189,9215
53,775
143,4753
80,462
83,1593
81,1664
87,2000
115,3285
121,3744
63,1008
119,3465
158,6270
138,4928
78,1638
111,1649
163,6789
163,6873
145,5467
120,2726
175,7800
159,6497
111,3024
46,328
122,3256
120,3440
63,945
119,3321
143,4845
21,119
37,364
162,6804
114,3240
59,432
146,5130
91,1425
70,990
53,640
173,7728
82,1206
128,3100
60,836
72,806
115,3481
43,513
88,2040
105,2075
97,1476
163,6693
146,5340
101,2583
163,6873
74,1300
111,1568
26,204
172,7584
56,270
86,1428
165,7056
83,1593
41,340
171,7520
149,5760
76,1008
59,520
16,84
108,2738
102,2250
100,1092
163,6873
123,3905
129,4235
117,2816
57,731
44,420
94,1846
116,3234
33,288
144,5162
39,441
