45232,900
119309,2350
147163,2964
212390,4290
69513,1504
17398,378
69186,1376
292356,5952
80769,1656
265225,5394
318543,6390
13736,259
30386,670
48992,1080
81551,1656
175136,3555
186363,3780
165420,3350
28947,600
307996,6097
159671,3192
207799,4116
305275,6160
19413,414
98837,1971
401521,8084
164357,3315
103761,2128
13887,270
106779,2145
196900,4012
199639,4050
34086,684
81173,1645
7247,144
78351,1566
53461,1080
89266,1820
117201,2343
230266,4784
64693,1274
70898,1484
55104,1085
224317,4588
91630,1848
395586,7990
177456,3526
168423,3298
8188,180
176119,3600
188585,3834
374124,7440
368939,7500
237318,4731
16656,360
106800,2116
9664,200
219989,4307
155023,3102
199064,4092
192166,3906
222767,4592
75725,1600
109264,2201
67804,1376
113416,2257
247830,4982
93398,1952
93160,1886
157013,3157
29962,605
142296,2960
96168,1992
72486,1475
291233,5824
172753,3431
14649,308
190481,3752
28551,570
166656,3360
224217,4446
223022,4512
3884,85
317659,6440
151244,3080
277707,5525
71983,1425
55249,1075
183427,3692
93344,1887
41397,867
47178,1008
51463,1064
132707,2688
25556,558
242913,4823
270826,5402
41065,828
79229,1596
65796,1330
26388,525
278977,5610
262414,5376
75237,1568
6538,140
53295,1122
294670,5964
42031,864
20546,420
267232,5244
150904,3021
52341,1080
265195,5358
19856,416
167362,3402
130401,2666
14353,290
418312,8526
43562,867
165019,3344
228881,4606
133918,2728
107050,2145
31048,605
88613,1792
35284,780
72600,1470
113020,2277
129229,2537
49223,970
77382,1624
109783,2185
52136,1054
8854,176
15593,312
111565,2280
89439,1817
285367,5760
22095,429
35965,731
150340,3003
54722,1098
107547,2156
155733,3157
135490,2691
119543,2436
96583,1972
88509,1782
37326,806
93418,1856
66547,1408
168011,3384
26807,560
143590,2847
21581,432
144489,2904
83636,1650
238572,4788
6058,140
31363,644
43446,900
286056,5820
126249,2457
14185,285
35734,704
283449,5643
45263,920
333259,6732
10216,246
169595,3375
405825,8091
89565,1742
211529,4290
256867,5110
71722,1470
371809,7387
218530,4350
202426,4150
25275,528
96904,1908
26788,527
131649,2668
168700,3358
24890,594
298159,6030
140039,2795
77504,1710
111301,2256
31089,611
65671,1330
322285,6528
240697,4845
40123,793
119197,2365
91785,1870
255347,5115
56054,1150
244079,4984
115495,2275
164662,3276
224074,4544
216234,4386
30557,636
220333,4356
95392,1932
76873,1512
360690,7200
159245,3300
21793,512
397475,7917
62750,1316
14849,301
64178,1350
342803,6970
142877,2920
319690,6402
278264,5576
91101,1856
322496,6461
64596,1300
22790,534
223785,4459
214841,4320
184511,3762
150215,3094
134560,2700
354018,7007
22032,480
44795,885
1989,35
363617,7209
274751,5628
28185,574
68466,1404
17076,350
107112,2200
170486,3456
60886,1248
199922,3976
71167,1520
23069,480
168878,3486
95704,1881
63593,1296
104413,2106
326779,6510
37323,735
116685,2376
149851,3024
158552,3185
182962,3726
286330,5850
145408,2923
227263,4620
112602,2226
230288,4565
15432,308
237150,4836
36154,760
16182,335
96056,1940
16215,352
125845,2511
28412,612
32463,672
161100,3239
165936,3360
180631,3567
8866,185
74951,1521
9488,185
317554,6396
118076,2376
320862,6424
444078,8827
20230,378
180688,3696
139905,2790
336829,6804
102643,2160
269961,5451
215418,4277
111451,2300
97017,1953
20779,420
227668,4536
151102,2976
28574,576
224007,4500
319179,6536
58926,1164
173103,3479
3758,80
66972,1404
273119,5445
470107,9405
326569,6580
121636,2450
131624,2574
48364,975
208942,4218
235760,4794
207586,4130
286422,5740
114295,2291
7341,168
20417,406
325298,6478
257047,5180
94377,1850
361823,7254
24073,450
47892,990
43073,870
54517,1085
47833,935
16310,329
13374,276
24343,492
7481,135
347611,7020
51937,1025
15953,320
346565,6975
31621,720
240797,4888
172422,3540
54351,1079
11182,225
105560,2156
327395,6693
285779,5751
130932,2698
78254,1560
8580,184
143844,2961
75536,1482
396994,7920
26969,560
165839,3330
182323,3655
344471,6930
36502,750
76194,1566
187623,3828
400572,7905
229333,4539
172020,3440
320070,6375
65198,1269
79659,1606
288139,5775
9779,195
107533,2220
71874,1450
32761,637
96614,1972
250027,5124
51979,1012
234797,4740
162667,3320
31583,639
298744,5963
86261,1736
25989,540
210258,4230
290485,5850
355950,7125
61675,1197
38177,754
111647,2200
43342,858
209372,4300
40796,825
113457,2346
14843,304
234615,4758
61287,1254
95068,1920
6613,135
26730,531
373213,7560
323470,6396
251645,5076
70216,1440
20143,434
62988,1276
252597,5035
181291,3612
248383,4970
81109,1638
306242,6100
81644,1632
35772,726
278080,5616
77235,1518
423142,8439
278326,5612
44060,920
182337,3621
136697,2730
176342,3569
452689,9108
117706,2414
256951,5200
147895,3050
201044,4042
198989,4018
364497,7392
108415,2214
101029,2050
204333,4081
175251,3552
120560,2430
217827,4335
9992,207
218843,4452
32536,650
61172,1224
151220,3128
230407,4599
456967,9215
38254,775
240456,4753
19753,462
77484,1593
81181,1664
99715,2000
165835,3285
184996,3744
47065,1008
172860,3465
307417,6270
244747,4928
83821,1638
83103,1649
337363,6789
344336,6873
271535,5467
133875,2726
385695,7800
322999,6497
150272,3024
14196,328
163565,3256
173564,3440
46537,945
166428,3321
242344,4845
6062,119
18196,364
336150,6804
161453,3240
21179,432
254980,5130
72123,1425
45962,990
31305,640
382069,7728
55828,1206
155376,3100
39854,836
40038,806
173248,3481
25517,513
100411,2040
104839,2075
67333,1476
337094,6693
264816,5340
129293,2583
345703,6873
63698,1300
71836,1568
10639,204
381438,7584
13898,270
71728,1428
351678,7056
79115,1593
16269,340
374112,7520
281018,5760
46489,1008
22460,520
4197,84
134856,2738
112318,2250
56076,1092
349094,6873
192924,3905
209069,4235
138648,2816
37411,731
18533,420
87109,1846
160820,3234
13472,288
256986,5162
21989,441
