4452,7209
3856,5628
3312,574
2072,1404
2964,350
2593,2200
3759,3456
2172,1248
3734,3976
3767,1520
3559,480
3742,3486
4131,1881
3121,1296
2976,2106
4588,6510
1487,735
2795,2376
2980,3024
3895,3185
3458,3726
4424,5850
3241,2923
3451,4620
2533,2226
3871,4565
1993,308
3784,4836
2756,760
2630,335
4091,1940
2128,352
3752,2511
2129,612
1679,672
3074,3239
3074,3360
3564,3567
1513,185
2049,1521
1818,185
4168,6396
3128,2376
4413,6424
4856,8827
1147,378
3654,3696
3042,2790
4491,6804
2407,2160
4108,5451
4022,4277
3718,2300
2595,1953
1573,420
3862,4536
4252,2976
2826,576
3764,4500
4515,6536
3982,1164
3142,3479
649,80
3008,1404
4282,5445
5417,9405
4572,6580
2690,2450
3105,2574
2920,975
3680,4218
3874,4794
3541,4130
4181,5740
3368,2291
1095,168
1237,406
4634,6478
3853,5180
2604,1850
4095,7254
4336,450
1831,990
2356,870
2032,1085
1970,935
2038,329
980,276
3509,492
761,135
4522,7020
2128,1025
1632,320
4669,6975
3102,720
4220,4888
3341,3540
3431,1079
1161,225
2565,2156
4563,6693
4088,5751
3251,2698
2655,1560
762,184
2636,2961
2357,1482
5083,7920
1630,560
3285,3330
3819,3655
4730,6930
1444,750
2240,1566
3786,3828
5151,7905
3749,4539
3437,3440
4501,6375
2330,1269
3089,1606
4023,5775
1001,195
3361,2220
2341,1450
4041,637
2940,1972
3817,5124
3868,1012
3963,4740
3807,3320
2889,639
4456,5963
2424,1736
1622,540
3955,4230
4399,5850
4654,7125
2955,1197
1424,754
2777,2200
1822,858
3788,4300
2822,825
2900,2346
889,304
3841,4758
1840,1254
3235,1920
699,135
2430,531
4633,7560
4676,6396
4163,5076
2525,1440
1437,434
2003,1276
3880,5035
3598,3612
3942,4970
2438,1638
4877,6100
3873,1632
1465,726
4178,5616
3016,1518
4957,8439
4170,5612
2006,920
3532,3621
3063,2730
3797,3569
5285,9108
3039,2414
4317,5200
3246,3050
3813,4042
3865,4018
4829,7392
2692,2214
3325,2050
3638,4081
3848,3552
3709,2430
3486,4335
1053,207
3742,4452
2319,650
2008,1224
3507,3128
3746,4599
5261,9215
1448,775
4311,4753
3154,462
2171,1593
2372,1664
2714,2000
3296,3285
3030,3744
1807,1008
3523,3465
4413,6270
3608,4928
2369,1638
3768,1649
4265,6789
4269,6873
3977,5467
3251,2726
4887,7800
4384,6497
3296,3024
1630,328
3822,3256
3612,3440
2046,945
3349,3321
4268,4845
919,119
1322,364
4397,6804
3242,3240
2338,432
4197,5130
3051,1425
2384,990
1996,640
4557,7728
2710,1206
4059,3100
1984,836
2516,806
2962,3481
1510,513
2499,2040
3402,2075
3049,1476
4483,6693
4169,5340
2650,2583
4646,6873
2329,1300
3793,1568
959,204
4726,7584
2596,270
2776,1428
4746,7056
2584,1593
1432,340
4721,7520
4154,5760
2573,1008
1885,520
700,84
2827,2738
3345,2250
3848,1092
4866,6873
3321,3905
3598,4235
3509,2816
1781,731
1334,420
2913,1846
3413,3234
1111,288
4103,5162
1192,441
